UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354299","ELECTRIC","Fixed","Yes",".0934 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:49:50 AM","null","Pricing for Zone B, C, D, E, and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354300","ELECTRIC","Fixed","Yes",".0894 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:50:07 AM","null","Pricing for Zone B, C, D, E, and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Clearview Energy","354490","ELECTRIC","Variable","Yes",".1029 kWh","Yes","1 Month(s)","No","null","04/08/2022 04:24:40 PM","null","GreenValue Assurance6:
A 100% green product that&#39;s great for you and the environment.
Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion.
For more details on this product, contact 1800-746-4702","NO","1","Hydroelectric","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Columbia Utilities Power, LLC","354878","ELECTRIC","Variable","Yes",".064 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:03:58 PM","null","null","NO","1","Fuel Cells,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Constellation NewEnergy, Inc.","353525","ELECTRIC","Fixed","Yes",".0999 kWh","No","36 Month(s)","Yes","100","03/22/2022 06:01:26 PM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Direct Energy Services, LLC","354134","ELECTRIC","Variable","Yes",".0879 kWh","Yes","1 Month(s)","No","null","04/04/2022 01:42:18 AM","null","null","NO","1","Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Eligo Energy NY, LLC","353151","ELECTRIC","Variable","Yes",".186 kWh","Yes","1 Month(s)","No","null","03/17/2022 10:59:57 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354739","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:09:26 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Green Mountain Energy Company","354635","ELECTRIC","Variable","Yes",".13 kWh","Yes","1 Month(s)","No","null","04/13/2022 12:51:03 PM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Green Mountain Energy Company","354636","ELECTRIC","Variable","Yes",".13 kWh","Yes","1 Month(s)","No","null","04/13/2022 12:51:12 PM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Greenlight Energy Inc.","354040","ELECTRIC","Fixed","Yes",".1 kWh","Yes","12 Month(s)","No","null","04/01/2022 11:18:17 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Greenlight Energy Inc.","354041","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:18:33 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","IDT Energy, Inc.","354163","ELECTRIC","Variable","Yes",".0757 kWh","Yes","1 Month(s)","No","null","04/05/2022 08:43:49 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Inspire Energy Holdings, LLC","353541","ELECTRIC","Fixed","Yes",".0949 kWh","Yes","6 Month(s)","No","null","03/22/2022 10:20:15 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Kiwi Energy NY, LLC.","353213","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:27:00 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Kiwi Energy NY, LLC.","353217","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:27:47 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Kiwi Energy NY, LLC.","353221","ELECTRIC","Variable","Yes",".2099 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:28:34 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Kiwi Energy NY, LLC.","353230","ELECTRIC","Variable","Yes",".2099 kWh","No","36 Month(s)","No","null","03/18/2022 10:31:00 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Major Energy Electric Services, LLC","354657","ELECTRIC","Fixed","Yes",".1399 kWh","Yes","12 Month(s)","No","null","04/13/2022 02:55:01 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Major Energy Electric Services, LLC","354659","ELECTRIC","Fixed","Yes",".1299 kWh","Yes","24 Month(s)","No","null","04/13/2022 02:56:03 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Major Energy Electric Services, LLC","354661","ELECTRIC","Fixed","Yes",".1289 kWh","Yes","36 Month(s)","No","null","04/13/2022 02:57:15 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","NRG Home, NRG Business and NRG Retail Solutions","354638","ELECTRIC","Variable","Yes",".105 kWh","Yes","1 Month(s)","No","null","04/13/2022 01:09:17 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","New Wave Energy Corp.","353204","ELECTRIC","Variable","Yes",".075 kWh","Yes","12 Month(s)","Yes","$99","03/18/2022 09:48:51 AM","null","Enroll online at https://nwecenroll.rep.energy/apps/ny-enrollment or by calling us at 1-855-998-WAVE.","NO","0.55","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Polaris Power Services LLC","354763","ELECTRIC","Fixed","Yes",".135 kWh","No","12 Month(s)","Yes","100","04/14/2022 11:06:48 AM","null","null","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Renaissance Power & Gas, Inc.","354775","ELECTRIC","Variable","Yes",".119 kWh","Yes","1 Month(s)","No","null","04/14/2022 04:57:19 PM","null","null","NO","0.52","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Renaissance Power & Gas, Inc.","354776","ELECTRIC","Fixed","Yes",".119 kWh","Yes","6 Month(s)","No","null","04/14/2022 04:58:21 PM","null","null","NO","0.52","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Residents Energy, LLC","354172","ELECTRIC","Variable","Yes",".0757 kWh","Yes","1 Month(s)","No","null","04/05/2022 09:01:19 AM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Stream","354649","ELECTRIC","Variable","Yes",".0489 kWh","Yes","1 Month(s)","No","null","04/13/2022 01:13:07 PM","null","Stream Green 50 Plan","NO","0.5","Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","SunSea Energy LLC","353946","ELECTRIC","Variable","Yes",".1679 kWh","Yes","1 Month(s)","No","null","03/31/2022 05:27:30 PM","null","SunSea Offers 100% Renewable Energy Products.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","354688","ELECTRIC","Fixed","Yes",".1399 kWh","Yes","12 Month(s)","No","null","04/13/2022 03:24:17 PM","null","NIMO New York Green 12
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","354691","ELECTRIC","Fixed","Yes",".1349 kWh","Yes","24 Month(s)","No","null","04/13/2022 03:27:31 PM","null","NIMO New York Green 24
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","354692","ELECTRIC","Fixed","Yes",".1279 kWh","Yes","36 Month(s)","No","null","04/13/2022 03:28:30 PM","null","NIMONew York Green 36
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","XOOM Energy New York, LLC","354120","ELECTRIC","Variable","Yes",".1299 kWh","Yes","1 Month(s)","No","null","04/01/2022 02:07:13 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","XOOM Energy New York, LLC","354121","ELECTRIC","Fixed","Yes",".1299 kWh","Yes","24 Month(s)","No","null","04/01/2022 02:07:35 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Ambit New York, LLC","354029","ELECTRIC","Variable","Yes",".0493 kWh","No","1 Month(s)","No","null","04/01/2022 10:44:52 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","American Power & Gas, LLC","353596","ELECTRIC","Variable","Yes",".0599 kWh","Yes","48 Month(s)","No","null","03/25/2022 10:55:28 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Chief Energy Power, LLC","354822","ELECTRIC","Fixed","Yes",".1269 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation","04/15/2022 12:14:08 PM","null","50% Renewable above CES Standard. ","NO","0.52","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354245","ELECTRIC","Fixed","Yes",".1133 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:37:23 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354246","ELECTRIC","Fixed","Yes",".1059 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:37:36 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354247","ELECTRIC","Fixed","Yes",".1041 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:37:49 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354248","ELECTRIC","Fixed","Yes",".1006 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:38:01 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354289","ELECTRIC","Fixed","Yes",".1068 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:47:39 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354290","ELECTRIC","Fixed","Yes",".0994 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:47:53 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354291","ELECTRIC","Fixed","Yes",".0976 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:48:06 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","354292","ELECTRIC","Fixed","Yes",".0941 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:48:18 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Clean Choice Energy, Inc.","353980","ELECTRIC","Fixed","Yes",".119 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:50:13 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Energy Cooperative of New York","354083","ELECTRIC","Variable","Yes",".050311 kWh","No","1 Month(s)","No","null","04/01/2022 11:56:49 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","EnergyMark, LLC","354112","ELECTRIC","Variable","Yes",".047714 kWh","No","1 Month(s)","No","null","04/01/2022 12:48:20 PM","null","Rate is structured to be at least 1% less than National Grid&#39;s posted rate for any given month. Contract is month to month. No fees to cancel. Sign up online at www.energymarkllc.com","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Great American Gas & Electric, LLC","354137","ELECTRIC","Fixed","Yes",".10307 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:07:20 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Just Energy","353693","ELECTRIC","Fixed","Yes",".0919 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:55:37 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Just Energy","353694","ELECTRIC","Fixed","Yes",".0899 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:56:32 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Marathon Energy","354536","ELECTRIC","Fixed","Yes",".1229 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:26:40 PM","null","$0.1229 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
