UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"Niagara Mohawk Power Corporation","NGRID in All Zones","Polaris Power Services LLC","351137","ELECTRIC","Fixed","Yes",".094 kWh","No","12 Month(s)","Yes","$75","02/09/2022 09:39:48 AM","null","null","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Renaissance Power & Gas, Inc.","350890","ELECTRIC","Variable","Yes",".084 kWh","Yes","1 Month(s)","No","null","02/04/2022 02:01:05 PM","null","null","NO","0.52","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Renaissance Power & Gas, Inc.","350891","ELECTRIC","Variable","Yes",".087 kWh","Yes","1 Month(s)","No","null","02/04/2022 02:01:19 PM","null","null","NO","0.52","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Residents Energy, LLC","350852","ELECTRIC","Variable","Yes",".1417 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:16:05 PM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Stream","351335","ELECTRIC","Variable","Yes",".0489 kWh","Yes","1 Month(s)","No","null","02/09/2022 04:10:38 PM","null","Stream Green 50 Plan","NO","0.5","Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","351117","ELECTRIC","Fixed","Yes",".1199 kWh","Yes","12 Month(s)","No","null","02/08/2022 12:04:52 PM","null","NIMO New York Green 12
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","351118","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","24 Month(s)","No","null","02/08/2022 12:05:06 PM","null","New York Green 24
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Verde Energy USA New York LLC","351119","ELECTRIC","Fixed","Yes",".1099 kWh","Yes","36 Month(s)","No","null","02/08/2022 12:05:23 PM","null","NIMONew York Green 36
","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","XOOM Energy New York, LLC","350585","ELECTRIC","Variable","Yes",".1299 kWh","Yes","1 Month(s)","No","null","02/01/2022 04:00:25 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","XOOM Energy New York, LLC","350586","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","24 Month(s)","No","null","02/01/2022 04:00:42 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Ambit New York, LLC","350808","ELECTRIC","Variable","Yes",".0586 kWh","No","1 Month(s)","No","null","02/03/2022 12:49:01 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","American Power & Gas, LLC","349586","ELECTRIC","Variable","Yes",".0529 kWh","Yes","48 Month(s)","No","null","01/14/2022 11:13:59 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Chief Energy Power, LLC","351022","ELECTRIC","Fixed","Yes",".101 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation","02/07/2022 01:32:34 PM","null","50% Renewable above CES Standard. ","NO","0.52","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351196","ELECTRIC","Fixed","Yes",".0958 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:09:04 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351197","ELECTRIC","Fixed","Yes",".0938 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:09:17 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351198","ELECTRIC","Fixed","Yes",".0922 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:09:29 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351199","ELECTRIC","Fixed","Yes",".0911 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:09:41 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351240","ELECTRIC","Fixed","Yes",".0893 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:20:03 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351241","ELECTRIC","Fixed","Yes",".0873 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:20:15 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351242","ELECTRIC","Fixed","Yes",".0857 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:20:28 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","City Power & Gas, LLC","351243","ELECTRIC","Fixed","Yes",".0846 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:20:40 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","CleanChoice Energy","350766","ELECTRIC","Fixed","Yes",".114 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:42:36 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Energy Cooperative of New York","350508","ELECTRIC","Variable","Yes",".059924 kWh","No","1 Month(s)","No","null","02/01/2022 10:49:59 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Energy Cooperative of New York","350570","ELECTRIC","Variable","Yes",".075325 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:31:08 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","EnergyMark, LLC","350596","ELECTRIC","Variable","Yes",".057454 kWh","No","1 Month(s)","No","null","02/02/2022 10:10:20 AM","null","Rate is structured to be at least 1% less than National Grid&#39;s posted rate for any given month. Contract is month to month. No fees to cancel. Sign up online at www.energymarkllc.com","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Great American Gas & Electric, LLC","351004","ELECTRIC","Fixed","Yes",".08678 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:24:58 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Just Energy","351073","ELECTRIC","Fixed","Yes",".0769 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:30:05 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Just Energy","351074","ELECTRIC","Fixed","Yes",".0749 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:30:43 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Marathon Energy","350949","ELECTRIC","Fixed","Yes",".0989 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:27:59 AM","null","$0.0989 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Marathon Energy","350950","ELECTRIC","Fixed","Yes",".0989 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION
","02/07/2022 11:28:53 AM","null","$0.0989 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Marathon Energy","350951","ELECTRIC","Fixed","Yes",".0939 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:29:41 AM","null","$0.0939 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","National Grid","350351","ELECTRIC","Variable","Yes",".05917 kWh","No","0 ","No","null","01/28/2022 08:36:41 AM","null","Commodity rate changes on a monthly basis. Rate includes CES, MFC, and ESRM, and excludes GRT. Effective January 28, 2022.
","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","New York Gas & Electric","350442","ELECTRIC","Variable","Yes",".0929 kWh","No","0 Month(s)","No","null","02/01/2022 03:40:43 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Noco Electric, LLC.","349533","ELECTRIC","Variable","Yes",".061501 kWh","No","1 Month(s)","No","null","01/13/2022 03:12:21 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Nordic Energy Services, LLC","349902","ELECTRIC","Variable","Yes",".04599 kWh","Yes","1 Month(s)","No","null","01/18/2022 03:33:04 PM","null","Promotional price of 0.04599 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Smart Energy Holdings, LLC","350838","ELECTRIC","Fixed","Yes",".101 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:05:37 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone A","Source Power Company","350377","ELECTRIC","Variable","Yes",".0853 kWh","No","1 Month(s)","No","null","01/31/2022 12:07:24 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Ambit New York, LLC","350804","ELECTRIC","Variable","Yes",".0584 kWh","No","1 Month(s)","No","null","02/03/2022 12:47:52 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","American Power & Gas, LLC","349588","ELECTRIC","Variable","Yes",".0529 kWh","Yes","48 Month(s)","No","null","01/14/2022 11:14:44 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Chief Energy Power, LLC","351021","ELECTRIC","Fixed","Yes",".0973 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation","02/07/2022 01:32:11 PM","null","50% Renewable above CES Standard. ","NO","0.52","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","CleanChoice Energy","350768","ELECTRIC","Fixed","Yes",".111 kWh","Yes","24 Month(s)","No","null","02/02/2022 04:05:43 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Energy Cooperative of New York","350509","ELECTRIC","Variable","Yes",".059722 kWh","No","1 Month(s)","No","null","02/01/2022 10:51:06 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Energy Cooperative of New York","350568","ELECTRIC","Variable","Yes",".075122 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:29:58 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","EnergyMark, LLC","350595","ELECTRIC","Variable","Yes",".057254 kWh","No","1 Month(s)","No","null","02/02/2022 10:09:04 AM","null","Rate is structured to be at least 1% less than National Grid&#39;s posted rate for any given month. Contract is month to month. No fees to cancel. Sign up online at www.energymarkllc.com","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Great American Gas & Electric, LLC","351006","ELECTRIC","Fixed","Yes",".08331 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:25:21 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Just Energy","351038","ELECTRIC","Fixed","Yes",".0719 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:09:02 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Just Energy","351075","ELECTRIC","Fixed","Yes",".0699 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:31:18 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Marathon Energy","350952","ELECTRIC","Fixed","Yes",".0939 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:30:56 AM","null","$0.0939 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Marathon Energy","350953","ELECTRIC","Fixed","Yes",".0949 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:32:03 AM","null","$0.0949 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","Marathon Energy","350954","ELECTRIC","Fixed","Yes",".0889 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 11:33:19 AM","null","$0.0889 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","National Grid","350350","ELECTRIC","Variable","Yes",".05873 kWh","No","0 ","No","null","01/28/2022 08:36:00 AM","null","Commodity rate changes on a monthly basis. Rate includes CES, MFC, and ESRM, and excludes GRT. Effective January 28, 2022.
","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in Zone B","New York Gas & Electric","350443","ELECTRIC","Variable","Yes",".0929 kWh","No","0 Month(s)","No","null","02/01/2022 03:41:13 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
